sitename,county,aqi,pollutant,status,so2,co,o3,o3_8hr,pm10,pm2.5,no2,nox,no,windspeed,winddirec,datacreationdate,unit,co_8hr,pm2.5_avg,pm10_avg,so2_avg,longitude,latitude,siteid
中壢,桃園市,98,細懸浮微粒,普通,1.6,0.78,29.7,25.2,58,41,43.8,69.4,25.5,0.2,312,"2024-11-14 16:00",,0.8,34.4,51,0,121.221667,24.953278,68
三重,新北市,28,,良好,0.6,0.72,2.9,4.4,15,9,17.6,76.9,59.3,-,-,"2024-11-14 16:00",,0.6,6,14,0,121.493806,25.072611,67
冬山,宜蘭縣,15,,良好,0.5,0.19,15.2,12.4,19,4,5.8,8,2.1,0.8,297,"2024-11-14 16:00",,0.1,3.6,15,0,121.792928,24.632203,66
宜蘭,宜蘭縣,11,,良好,0.9,0.18,12,11.8,16,2,5.5,7.7,2.2,1.9,129,"2024-11-14 16:00",,0.1,3,11,0,121.746394,24.747917,65
陽明,臺北市,13,,良好,0.7,0.09,15.2,14.8,4,2,0.7,1.4,0.7,,,"2024-11-14 16:00",,0,0.9,7,0,121.529583,25.182722,64
花蓮,花蓮縣,18,,良好,1.1,0.14,13.9,11.4,17,0,6.3,10,3.6,1.1,146,"2024-11-14 16:00",,0.1,3,18,1,121.599769,23.971306,63
臺東,臺東縣,10,,良好,0.6,0.1,9.9,9.3,7,1,4.5,7.6,3.1,1.2,48,"2024-11-14 16:00",,0.1,1.5,10,0,121.15045,22.755358,62
恆春,屏東縣,13,,良好,0.4,0.09,14.1,14.3,2,1,0.6,1.5,0.8,7.3,27,"2024-11-14 16:00",,0,1.7,5,0,120.788928,21.958069,61
潮州,屏東縣,58,細懸浮微粒,普通,1.3,0.21,67.8,39.5,42,22,,,,3.4,196,"2024-11-14 16:00",,0.1,18.4,32,1,120.561175,22.523108,60
屏東,屏東縣,49,,良好,,0.22,52.7,35.0,31,19,,,,1.6,285,"2024-11-14 16:00",,0.2,15.2,32,1,120.488033,22.673081,59
小港,高雄市,81,細懸浮微粒,普通,0.7,0.24,55.2,38.2,53,23,15,16.8,1.8,2.3,300,"2024-11-14 16:00",,0.3,27.5,54,0,120.337736,22.565833,58
前鎮,高雄市,78,細懸浮微粒,普通,1.6,0.22,48.5,43.0,40,19,8.8,10.9,2,1.3,308,"2024-11-14 16:00",,0.3,26.3,48,1,120.30833356,22.6044507,57
前金,高雄市,68,細懸浮微粒,普通,0.5,0.17,35.3,37.9,53,16,14.9,22.2,7.2,2.5,10,"2024-11-14 16:00",,0.3,22.3,58,0,120.28676111,22.63390278,56
左營,高雄市,61,細懸浮微粒,普通,0.8,0.15,39.5,36.7,39,14,8.6,10.7,2,3.1,268,"2024-11-14 16:00",,0.2,19.6,44,1,120.292917,22.674861,54
楠梓,高雄市,67,細懸浮微粒,普通,1.3,0.19,50.6,38.7,57,16,9.4,11.1,1.7,1.3,268,"2024-11-14 16:00",,0.2,22,53,1,120.328289,22.733667,53
林園,高雄市,84,細懸浮微粒,普通,1.6,0.17,47,41.4,47,22,9.8,10.6,0.7,2.2,217,"2024-11-14 16:00",,0.2,29.1,54,1,120.41175,22.4795,52
大寮,高雄市,80,細懸浮微粒,普通,1.9,0.25,56.8,40.2,34,24,13.6,14.9,1.2,0.6,356,"2024-11-14 16:00",,0.2,27.2,33,2,120.425311,22.56413611,51
鳳山,高雄市,83,細懸浮微粒,普通,1.3,0.48,49.3,42.7,53,24,18.8,21.6,2.7,1.1,277,"2024-11-14 16:00",,0.5,28.4,52,1,120.357422,22.628126,50
仁武,高雄市,75,細懸浮微粒,普通,1.2,0.21,50.3,39.2,44,22,12.7,14,1.3,2.1,261,"2024-11-14 16:00",,0.4,25.3,44,1,120.332631,22.689056,49
橋頭,高雄市,76,細懸浮微粒,普通,1,0.18,45.9,35.8,45,23,10.3,12,1.7,2.8,253,"2024-11-14 16:00",,0.2,25.5,49,0,120.305689,22.757506,48
美濃,高雄市,49,,良好,1,0.2,46.3,31.5,25,15,2.9,4.1,1.1,1.2,209,"2024-11-14 16:00",,0.2,15.2,32,0,120.530542,22.883583,47
臺南,臺南市,60,細懸浮微粒,普通,0.4,0.23,49.3,39.9,58,31,8.1,9.6,1.4,1.9,337,"2024-11-14 16:00",,0.2,19,43,0,120.21947897,22.98928311,46
安南,臺南市,59,細懸浮微粒,普通,0.9,0.21,47.6,38.8,51,24,4.3,5.2,0.8,2.1,309,"2024-11-14 16:00",,0.2,18.8,43,0,120.2175,23.048197,45
善化,臺南市,70,細懸浮微粒,普通,1.1,0.14,47,37.7,49,18,4.6,5.9,1.3,2.3,340,"2024-11-14 16:00",,0.1,23.1,51,1,120.29740529,23.11337642,44
新營,臺南市,73,細懸浮微粒,普通,0.6,0.21,48.3,38.8,62,26,9.6,11.6,1.9,1.9,344,"2024-11-14 16:00",,0.2,24.3,56,0,120.31725,23.305633,43
嘉義,嘉義市,110,細懸浮微粒,對敏感族群不健康,3,0.29,44.9,37.8,91,42,11.9,13.5,1.6,2.5,359,"2024-11-14 16:00",,0.3,39.1,72,1,120.44125148,23.46477865,42
臺西,雲林縣,59,細懸浮微粒,普通,4.1,0.2,48.2,39.8,50,26,15.5,17.5,1.9,4.4,19,"2024-11-14 16:00",,0.1,18.6,41,1,120.19933333,23.702175,41
朴子,嘉義縣,54,細懸浮微粒,普通,2.2,0.19,51.7,44.2,52,24,7.1,8.7,1.5,1.8,339,"2024-11-14 16:00",,0.1,16.6,44,1,120.2478,23.46538,40
新港,嘉義縣,89,細懸浮微粒,普通,4.3,0.18,50.9,42.3,62,29,12,13.5,1.5,2.9,13,"2024-11-14 16:00",,0.1,30.8,67,1,120.345531,23.554839,39
崙背,雲林縣,109,細懸浮微粒,對敏感族群不健康,1.3,0.22,49.3,36.7,67,38,6.2,6.9,0.6,1.3,314,"2024-11-14 16:00",,0.2,38.4,73,0,120.348742,23.757547,38
斗六,雲林縣,134,細懸浮微粒,對敏感族群不健康,2.3,0.26,59.4,40.4,81,53,8.1,10.2,2,2.2,352,"2024-11-14 16:00",,0.3,48.1,75,1,120.544994,23.711853,37
南投,南投縣,95,細懸浮微粒,普通,2.3,0.44,48.3,45.0,99,53,19.4,21,1.6,1.8,2,"2024-11-14 16:00",,0.2,33.2,58,1,120.685306,23.913,36
二林,彰化縣,94,細懸浮微粒,普通,3.3,0.24,55.5,41.5,69,32,6.4,7.7,1.2,2.8,12,"2024-11-14 16:00",,0.2,33,77,1,120.409653,23.925175,35
線西,彰化縣,90,細懸浮微粒,普通,1.1,0.19,57.3,45.6,51,29,4.9,5.6,0.7,2.5,354,"2024-11-14 16:00",,0.2,31.2,58,1,120.469061,24.131672,34
彰化,彰化縣,124,細懸浮微粒,對敏感族群不健康,,,19.1,30.8,70,50,,,,1.2,23,"2024-11-14 16:00",,0.3,44.4,73,1,120.541519,24.066,33
西屯,臺中市,126,細懸浮微粒,對敏感族群不健康,0.9,0.31,36.9,31.8,79,43,21,23.5,2.5,1.9,0,"2024-11-14 16:00",,0.3,45,77,1,120.616917,24.162197,32
忠明,臺中市,123,細懸浮微粒,對敏感族群不健康,0.9,0.36,39.8,34.6,55,41,15.8,18.5,2.7,1.8,343,"2024-11-14 16:00",,0.4,44,68,1,120.641092,24.151958,31
大里,臺中市,144,細懸浮微粒,對敏感族群不健康,1.4,0.34,44.1,40.8,70,48,15.1,17.4,2.2,2.2,313,"2024-11-14 16:00",,0.4,52.2,79,1,120.67844444,24.09961111,30
沙鹿,臺中市,120,細懸浮微粒,對敏感族群不健康,0.7,0.27,58.5,33.5,65,30,6.3,7.4,1.1,1.8,12,"2024-11-14 16:00",,0.3,42.8,78,1,120.568794,24.225628,29
豐原,臺中市,127,細懸浮微粒,對敏感族群不健康,2.6,0.34,32.7,37.5,93,47,16.7,18.5,1.8,1.6,337,"2024-11-14 16:00",,0.3,45.4,81,1,120.74252414,24.25699731,28
三義,苗栗縣,111,細懸浮微粒,對敏感族群不健康,0.7,,36.6,37.6,79,41,7.7,9.3,1.6,2.4,18,"2024-11-14 16:00",,0.3,39.5,61,0,120.75956754,24.38248443,27
苗栗,苗栗縣,104,細懸浮微粒,對敏感族群不健康,5,0.28,62.2,42.5,54,32,9.5,10.9,1.4,0.3,247,"2024-11-14 16:00",,0.3,36.5,64,1,120.82011468,24.56499183,26
頭份,苗栗縣,96,細懸浮微粒,普通,1.6,0.31,63.9,46.8,56,34,9.6,10.9,1.2,0.5,190,"2024-11-14 16:00",,0.3,33.6,57,1,120.89869286,24.69690679,25
新竹,新竹市,93,細懸浮微粒,普通,1.7,0.4,65.8,46.7,48,35,9.9,10.8,0.8,0.7,302,"2024-11-14 16:00",,0.4,32.6,44,1,120.97236752,24.8056356,24
竹東,新竹縣,93,細懸浮微粒,普通,1.2,0.38,61.9,47.1,61,36,15.7,17.1,1.4,1.4,353,"2024-11-14 16:00",,0.3,32.4,52,0,121.08895493,24.74091408,23
湖口,新竹縣,96,細懸浮微粒,普通,1,0.31,63.5,54.6,50,38,6,6.5,0.5,0.3,277,"2024-11-14 16:00",,0.3,33.7,44,0,121.03886894,24.90009696,22
龍潭,桃園市,104,細懸浮微粒,對敏感族群不健康,1.6,0.47,66.3,50.8,81,59,16.8,17.8,1,1.1,324,"2024-11-14 16:00",,0.3,36.7,55,0,121.21645772,24.86400048,21
平鎮,桃園市,88,細懸浮微粒,普通,0.7,0.43,59.7,46.8,50,42,15.8,16.9,1.1,1.1,313,"2024-11-14 16:00",,0.4,30.6,51,1,121.203986,24.952786,20
觀音,桃園市,89,細懸浮微粒,普通,0.5,0.21,56.6,45.9,68,34,8.4,9.1,0.7,0.9,236,"2024-11-14 16:00",,0.2,31,52,1,121.08283092,25.03556747,19
大園,桃園市,91,細懸浮微粒,普通,6,0.44,41.9,44.1,74,43,32.8,35.4,2.6,1.3,318,"2024-11-14 16:00",,0.3,31.7,53,1,121.20251473,25.06100357,18
桃園,桃園市,90,細懸浮微粒,普通,2.5,0.51,54.4,39.5,76,42,26.7,29,2.3,1.7,287,"2024-11-14 16:00",,0.4,31.4,51,1,121.30500531,24.9947107,17
大同,臺北市,30,,良好,,,,,17,13,,,,-,-,"2024-11-14 16:00",,0.9,9.3,14,0,121.51342074,25.06331455,16
松山,臺北市,13,,良好,0.5,0.13,9.7,9.7,17,1,8.3,15.4,7,1.4,35,"2024-11-14 16:00",,0.1,2.5,12,0,121.578611,25.05,15
古亭,臺北市,9,,良好,0,0.13,10.3,,14,2,5.9,13.2,7.3,2.4,55,"2024-11-14 16:00",,0.1,,9,,121.529556,25.020608,14
萬華,臺北市,12,,良好,,0.27,,8.5,13,3,,,,2.5,97,"2024-11-14 16:00",,0.2,2.5,12,1,121.507972,25.046503,13
中山,臺北市,22,,良好,0.3,0.32,5.2,8.4,19,5,13.4,30.2,16.7,2.4,74,"2024-11-14 16:00",,0.2,5,10,0,121.526528,25.062361,12
士林,臺北市,13,,良好,0.3,0.17,9.7,12.9,11,4,8.2,11.9,3.6,2.6,155,"2024-11-14 16:00",,0.1,2.5,10,0,121.51666356,25.10334003,11
淡水,新北市,25,,良好,1.3,0.29,51.4,20.5,39,25,9.7,10.9,1.1,,,"2024-11-14 16:00",,0.1,4.7,25,0,121.449239,25.1645,10
林口,新北市,23,,良好,0.3,0.21,5.7,11.4,17,1,14.1,25.9,11.8,1.5,80,"2024-11-14 16:00",,0.1,3.2,11,0,121.36548982,25.07798949,9
菜寮,新北市,15,,良好,0.6,0.23,10.3,11.9,,5,9,12.9,3.9,2.7,80,"2024-11-14 16:00",,0.2,3.8,8,0,121.481028,25.06895,8
新莊,新北市,22,,良好,0.8,0.2,9.3,12.2,19,8,8.8,12.6,3.8,2.8,71,"2024-11-14 16:00",,0.1,6.9,20,0,121.4325,25.037972,7
板橋,新北市,22,,良好,0.4,0.35,7.1,11.3,18,4,13.9,24.2,10.2,1.4,81,"2024-11-14 16:00",,0.3,5.6,12,0,121.458667,25.012972,6
土城,新北市,15,,良好,0.5,0.24,10.8,12.4,15,6,9.2,12.2,3,0.9,81,"2024-11-14 16:00",,0.3,4.7,13,0,121.451861,24.982528,5
新店,新北市,22,,良好,0.7,0.14,12.3,13.1,8,5,3.7,5.9,2.1,3.3,125,"2024-11-14 16:00",,0.1,6.9,8,0,121.537778,24.977222,4
萬里,新北市,13,,良好,0.3,0.11,15.7,14.2,7,3,3.5,5.2,1.7,1.1,78,"2024-11-14 16:00",,0.1,3.4,8,1,121.689881,25.179667,3
汐止,新北市,25,,良好,0.5,0.13,7.6,11.0,9,14,11.5,17.4,5.8,0.4,34,"2024-11-14 16:00",,0.1,7.6,7,0,121.64081,25.06624,2
基隆,基隆市,12,,良好,0.8,0.12,13.5,13.3,10,1,3.2,4.6,1.3,1.9,76,"2024-11-14 16:00",,0.1,2,7,0,121.760056,25.129167,1
屏東(枋山),屏東縣,50,,良好,0.4,0.14,46.8,47.1,36,9,1.4,1.4,0,1.5,278,"2024-11-14 15:00",,0.1,15.4,43,0,120.651472,22.260899,313
宜蘭（頭城）,宜蘭縣,13,,良好,0.1,0.07,21.4,14.5,10,1,1.3,1.7,0.4,0.4,76,"2024-11-14 15:00",,0,2.7,12,0,121.82463916,24.85366672,312
新北(樹林),新北市,30,,良好,0.8,0.27,,13.7,22,6,18.3,28,9.7,0.1,229,"2024-11-14 15:00",,0.3,6,18,0,121.38352778,24.94902778,311
屏東（琉球）,屏東縣,98,細懸浮微粒,普通,0.8,0.2,61.9,42.8,42,22,5.3,6.2,0.8,1.9,316,"2024-11-14 15:00",,0.2,34.5,54,0,120.37722,22.35222,204
臺南（麻豆）,臺南市,51,細懸浮微粒,普通,,,42,32.6,,16,4.7,5.6,0.9,1.7,353,"2024-11-14 15:00",,0.1,15.6,43,0,120.24583056,23.17904722,203
高雄（湖內）,高雄市,46,,良好,1.2,0.17,39.6,28.8,34,10,4.7,5.6,0.9,0.9,216,"2024-11-14 15:00",,0.2,14.3,39,1,120.24535,22.87985556,202
彰化（員林）,彰化縣,120,細懸浮微粒,對敏感族群不健康,3.9,0.65,39,35.0,84,51,20.9,23.7,2.8,1.3,304,"2024-11-14 15:00",,0.4,42.8,67,2,120.56373,23.96117,201
大城,彰化縣,62,細懸浮微粒,普通,1.3,0.14,49.8,32.5,25,15,7.6,9.3,1.7,3.8,25,"2024-11-14 15:00",,0.1,19.9,36,0,120.26964167,23.85493056,85
富貴角,新北市,36,,良好,0.5,0.22,59.3,25.2,48,30,7,7.2,0.1,0.6,247,"2024-11-14 15:00",,0,11.1,26,0,121.53656894,25.29681695,84
麥寮,雲林縣,82,細懸浮微粒,普通,2.6,0.18,46.5,34.2,32,27,11.1,13.8,2.7,2.5,336,"2024-11-14 15:00",,0.2,28.1,45,1,120.251825,23.753506,83
關山,臺東縣,22,,良好,,,8.1,6.0,,,,,,1.5,42,"2024-11-14 15:00",,0.1,2.9,22,1,121.161933,23.045083,80
馬公,澎湖縣,38,,良好,0.9,0.19,49.7,41.7,24,11,2.8,3.6,0.8,2.2,6,"2024-11-14 15:00",,0.1,8.3,27,1,119.566158,23.569031,78
金門,金門縣,38,,良好,0.9,0.25,66.2,42.0,28,14,6.1,6.4,0.3,1.6,95,"2024-11-14 15:00",,0.2,11.7,22,1,118.312256,24.432133,77
馬祖,連江縣,31,,良好,0.9,0.25,33,33.4,16,9,5.5,6.8,1.3,4,335,"2024-11-14 15:00",,0.2,9.7,15,0,119.952724,26.153736,75
埔里,南投縣,50,,良好,1.2,,23.3,22.2,18,12,4.6,5.9,1.3,0.8,170,"2024-11-14 15:00",,0.2,15.3,22,1,120.967903,23.968842,72
復興,高雄市,93,細懸浮微粒,普通,0.7,0.24,51.9,36.3,51,29,,,,1.6,289,"2024-11-14 15:00",,0.6,32.5,50,0,120.312017,22.608711,71
永和,新北市,16,,良好,,,,11.9,,4,,,,2.1,92,"2024-11-14 15:00",,0.3,5,8,0,121.516306,25.017,70
竹山,南投縣,70,細懸浮微粒,普通,1.3,0.28,70,32.3,90,60,7.6,7.9,0.3,2,264,"2024-11-14 15:00",,0.1,23.1,38,1,120.677306,23.756389,69
中壢,桃園市,88,細懸浮微粒,普通,1.2,0.74,37.1,21.6,66,44,42.8,70.2,27.3,0.4,309,"2024-11-14 15:00",,1.1,30.7,50,0,121.221667,24.953278,68
三重,新北市,33,,良好,0.8,0.69,3.4,4.2,18,7,20.3,83,62.7,-,-,"2024-11-14 15:00",,0.7,5.7,14,0,121.493806,25.072611,67
冬山,宜蘭縣,13,,良好,0.5,0.16,17.1,10.7,17,3,4.4,5.8,1.4,0.9,184,"2024-11-14 15:00",,0.1,3.5,13,0,121.792928,24.632203,66
宜蘭,宜蘭縣,10,,良好,0.6,0.19,12.3,10.6,14,4,5.2,9.1,3.9,1.1,134,"2024-11-14 15:00",,0.2,3,10,0,121.746394,24.747917,65
陽明,臺北市,13,,良好,0.6,0.1,15,14.5,21,2,1,1.9,0.9,2.4,160,"2024-11-14 15:00",,0,0.6,7,0,121.529583,25.182722,64
花蓮,花蓮縣,19,,良好,2.3,0.16,16,10.5,18,1,3.9,5.7,1.8,1.7,237,"2024-11-14 15:00",,0.1,3.7,19,1,121.599769,23.971306,63
臺東,臺東縣,11,,良好,0.7,0.07,11.4,8.9,8,0,2.9,5,2,1.7,298,"2024-11-14 15:00",,0.1,1.5,11,0,121.15045,22.755358,62
恆春,屏東縣,13,,良好,0.5,0.09,14.5,14.2,4,3,0.5,1.4,0.9,7.1,28,"2024-11-14 15:00",,0,2.1,6,0,120.788928,21.958069,61
潮州,屏東縣,57,細懸浮微粒,普通,1.1,0.17,61.3,32.0,25,18,3.3,3.9,0.5,1.1,1,"2024-11-14 15:00",,0.2,18,29,1,120.561175,22.523108,60
屏東,屏東縣,46,,良好,1.3,,51.2,30.0,32,14,,,,1.4,343,"2024-11-14 15:00",,0.3,14.2,33,1,120.488033,22.673081,59
小港,高雄市,85,細懸浮微粒,普通,1,0.29,68.1,32.6,60,28,16.6,18.9,2.3,3,300,"2024-11-14 15:00",,0.3,29.5,55,0,120.337736,22.565833,58
前鎮,高雄市,83,細懸浮微粒,普通,1.6,0.24,55.1,38.4,44,20,10.6,12.4,1.8,3.1,10,"2024-11-14 15:00",,0.4,28.6,50,1,120.30833356,22.6044507,57
前金,高雄市,74,細懸浮微粒,普通,0.5,0.16,38.4,35.5,42,18,13.2,18.5,5.3,4.5,11,"2024-11-14 15:00",,0.3,24.9,58,0,120.28676111,22.63390278,56
左營,高雄市,66,細懸浮微粒,普通,0.9,0.15,43.9,33.6,41,13,6.8,8.6,1.8,3.1,297,"2024-11-14 15:00",,0.3,21.7,47,1,120.292917,22.674861,54
楠梓,高雄市,72,細懸浮微粒,普通,1.2,0.16,47.5,33.8,44,16,8.9,10.9,1.9,1.3,270,"2024-11-14 15:00",,0.2,24,53,1,120.328289,22.733667,53
林園,高雄市,92,細懸浮微粒,普通,1.4,0.18,56.2,37.3,45,19,6.8,7.6,0.7,2.6,236,"2024-11-14 15:00",,0.2,32.3,58,1,120.41175,22.4795,52
大寮,高雄市,81,細懸浮微粒,普通,1.7,0.22,54.4,34.2,27,21,11.1,12.3,1.2,1.5,24,"2024-11-14 15:00",,0.2,27.7,32,2,120.425311,22.56413611,51
鳳山,高雄市,84,細懸浮微粒,普通,1.4,0.44,53.1,38.3,47,26,17.9,20.9,3,1.1,279,"2024-11-14 15:00",,0.5,29.1,52,1,120.357422,22.628126,50
仁武,高雄市,79,細懸浮微粒,普通,1.1,0.21,50.8,34.8,41,21,10.8,12.3,1.4,1.5,332,"2024-11-14 15:00",,0.4,26.8,45,1,120.332631,22.689056,49
橋頭,高雄市,81,細懸浮微粒,普通,0.8,0.15,43.4,31.3,39,25,8.3,10.3,1.9,1.8,301,"2024-11-14 15:00",,0.2,27.6,51,0,120.305689,22.757506,48
美濃,高雄市,51,細懸浮微粒,普通,0.8,0.19,40.8,27.7,27,11,3,3.9,0.9,1.1,344,"2024-11-14 15:00",,0.2,15.7,34,0,120.530542,22.883583,47
臺南,臺南市,54,細懸浮微粒,普通,0.4,0.18,46.5,35.6,36,17,7.1,8.6,1.4,1.7,331,"2024-11-14 15:00",,0.2,16.6,40,0,120.21947897,22.98928311,46
安南,臺南市,56,細懸浮微粒,普通,0.7,0.2,50.1,34.5,57,28,3.2,4.2,0.9,2.2,297,"2024-11-14 15:00",,0.2,17.7,42,0,120.2175,23.048197,45
善化,臺南市,73,細懸浮微粒,普通,1.2,0.14,50.6,33.0,58,19,4.5,5.6,1.1,2.2,350,"2024-11-14 15:00",,0.1,24.5,50,1,120.29740529,23.11337642,44
新營,臺南市,71,細懸浮微粒,普通,0.8,0.19,47.3,34.6,59,23,7,9.3,2.3,2.1,354,"2024-11-14 15:00",,0.2,23.5,54,0,120.31725,23.305633,43
嘉義,嘉義市,106,細懸浮微粒,對敏感族群不健康,2.9,0.27,53.8,33.4,76,43,9.5,10.9,1.4,2.6,334,"2024-11-14 15:00",,0.3,37.4,68,1,120.44125148,23.46477865,42
臺西,雲林縣,54,細懸浮微粒,普通,2.3,0.21,50.9,35.7,38,19,8.8,10.5,1.7,1.4,346,"2024-11-14 15:00",,0.1,16.7,39,1,120.19933333,23.702175,41
朴子,嘉義縣,48,,良好,1.5,0.17,53,40.5,43,16,5.7,7.1,1.4,2.5,326,"2024-11-14 15:00",,0.1,14.8,42,1,120.2478,23.46538,40
新港,嘉義縣,89,細懸浮微粒,普通,4.2,0.16,49.1,37.9,66,25,11.2,13.9,2.6,2.5,300,"2024-11-14 15:00",,0.1,31,66,1,120.345531,23.554839,39
崙背,雲林縣,112,細懸浮微粒,對敏感族群不健康,1.4,0.19,43.5,32.4,57,33,6.4,7.2,0.7,1.4,309,"2024-11-14 15:00",,0.2,39.7,77,0,120.348742,23.757547,38
斗六,雲林縣,127,細懸浮微粒,對敏感族群不健康,2.1,0.26,53.4,34.3,87,54,9.1,11.3,2.2,2.4,326,"2024-11-14 15:00",,0.3,45.5,71,1,120.544994,23.711853,37
南投,南投縣,82,細懸浮微粒,普通,1.6,0.38,68.8,40.0,82,49,11.7,12.8,1,1.6,46,"2024-11-14 15:00",,0.2,28,49,1,120.685306,23.913,36
二林,彰化縣,98,細懸浮微粒,普通,1.4,0.24,51.2,36.7,71,30,4.9,6.2,1.3,2.1,334,"2024-11-14 15:00",,0.2,34.5,78,1,120.409653,23.925175,35
線西,彰化縣,87,細懸浮微粒,普通,1.2,0.17,59.5,39.9,43,22,4,4.5,0.5,2.7,356,"2024-11-14 15:00",,0.2,30,57,1,120.469061,24.131672,34
彰化,彰化縣,121,細懸浮微粒,對敏感族群不健康,2.7,,21.6,29.8,75,43,21.2,24.2,3,1.4,25,"2024-11-14 15:00",,0.3,43.4,73,1,120.541519,24.066,33
西屯,臺中市,131,細懸浮微粒,對敏感族群不健康,1,0.29,43.4,28.1,68,44,11.5,13.8,2.2,2,330,"2024-11-14 15:00",,0.3,47.2,80,1,120.616917,24.162197,32
忠明,臺中市,126,細懸浮微粒,對敏感族群不健康,0.9,0.37,40.3,30.6,72,42,18.6,22,3.3,1.8,298,"2024-11-14 15:00",,0.5,45.2,72,1,120.641092,24.151958,31
大里,臺中市,143,細懸浮微粒,對敏感族群不健康,1.6,0.37,51.8,36.1,87,61,18.7,21.3,2.6,1.9,339,"2024-11-14 15:00",,0.5,51.6,79,1,120.67844444,24.09961111,30
沙鹿,臺中市,127,細懸浮微粒,對敏感族群不健康,0.6,0.28,51.2,26.9,85,48,7,8,1,1,21,"2024-11-14 15:00",,0.3,45.4,82,1,120.568794,24.225628,29
豐原,臺中市,130,細懸浮微粒,對敏感族群不健康,3.5,0.38,36.2,33.6,100,49,16.1,18.7,2.6,1.3,312,"2024-11-14 15:00",,0.4,46.5,79,1,120.74252414,24.25699731,28
三義,苗栗縣,109,細懸浮微粒,對敏感族群不健康,0.8,,39.2,34.6,,46,7.3,8.9,1.6,3.2,16,"2024-11-14 15:00",,0.3,38.7,56,0,120.75956754,24.38248443,27
苗栗,苗栗縣,111,細懸浮微粒,對敏感族群不健康,1.5,0.28,60,35.4,58,34,6.3,7.8,1.5,1.4,343,"2024-11-14 15:00",,0.3,39.4,69,1,120.82011468,24.56499183,26
頭份,苗栗縣,94,細懸浮微粒,普通,1.3,0.3,64.7,39.4,50,38,7.7,9,1.3,0.3,191,"2024-11-14 15:00",,0.3,33,57,1,120.89869286,24.69690679,25
新竹,新竹市,95,細懸浮微粒,普通,1.5,0.34,68.4,38.7,50,31,7.6,8.1,0.5,1.4,297,"2024-11-14 15:00",,0.4,33.4,45,1,120.97236752,24.8056356,24
竹東,新竹縣,91,細懸浮微粒,普通,1.1,0.4,65,40.2,61,40,16,17.7,1.6,1.3,310,"2024-11-14 15:00",,0.3,31.6,51,0,121.08895493,24.74091408,23
湖口,新竹縣,96,細懸浮微粒,普通,0.8,0.3,66.2,47.2,43,36,5.2,5.7,0.5,0.8,301,"2024-11-14 15:00",,0.3,33.6,43,0,121.03886894,24.90009696,22
龍潭,桃園市,87,細懸浮微粒,普通,1.6,0.47,64.9,43.1,80,55,18.7,20,1.2,1.9,326,"2024-11-14 15:00",,0.3,30.2,48,0,121.21645772,24.86400048,21
